n,Insert,Print,Delete,Merge,IndexOf,Clear,Min,Max,HasDuplicates,Select
245,0.0,0.0001293015480041504,0.0,9.014129638671875e-05,0.0,0.0, 0.0,0.0,0.0,0.0
246,0.0,0.0001292729377746582,0.0,0.00011008262634277344,0.0,0.0, 0.0,0.0,0.0,0.0
247,0.0,0.00012965202331542968,0.0,8.976221084594727e-05,0.0,0.0, 0.0,0.0,0.0,0.0
248,0.0,0.00012974977493286134,0.0,9.988307952880859e-05,0.0,0.0, 0.0,0.0,0.0,0.0
249,0.0,0.00012939929962158203,0.0,9.999513626098633e-05,0.0,0.0, 0.0,0.0,0.0,0.0
250,0.0,0.00016954898834228515,0.0,0.0001499795913696289,0.0,0.0, 0.0,0.0,0.0,0.0
251,0.0,0.00012965202331542968,0.0,0.00010970354080200195,0.0,0.0, 0.0,0.0,0.0,0.0
252,0.0,0.00013930082321166992,0.0,9.011030197143554e-05,0.0,0.0, 0.0,0.0,0.0,0.0
253,0.0,0.00014990568161010742,0.0,0.00012991666793823241,0.0,0.0, 0.0,0.0,0.0,0.0
254,0.0,0.0001396369934082031,0.0,0.00011005640029907227,0.0,0.0, 0.0,0.0,0.0,0.0
255,0.0,0.0001992034912109375,0.0,0.00010998010635375977,0.0,0.0, 0.0,0.0,0.0,0.0
256,0.0,0.0001297903060913086,0.0,0.0001793837547302246,0.0,0.0, 0.0,0.0,0.0,0.0
257,0.0,0.00012941837310791017,0.0,9.997844696044921e-05,0.0,0.0, 0.0,0.0,0.0,0.0
258,0.0,0.00013938188552856446,0.0,0.00010970115661621094,0.0,0.0, 0.0,0.0,0.0,0.0
259,0.0,0.00012939929962158203,0.0,0.00010995864868164062,0.0,0.0, 0.0,0.0,0.0,0.0
260,0.0,0.00013962507247924805,0.0,0.00010970354080200195,0.0,0.0, 0.0,0.0,0.0,0.0
261,0.0,0.00019921064376831054,0.0,9.999513626098633e-05,0.0,0.0, 0.0,0.0,0.0,0.0
262,0.0,0.00016987085342407227,0.0,0.00010995626449584961,0.0,0.0, 0.0,0.0,0.0,0.0
263,0.0,0.0001495838165283203,0.0,0.00011968135833740235,0.0,0.0, 0.0,0.0,0.0,0.0
264,0.0,0.0001292991638183594,9.968280792236329e-06,0.00011967658996582031,0.0,0.0, 0.0,0.0,0.0,0.0
265,0.0,0.00015958786010742188,0.0,0.00012964248657226562,0.0,0.0, 0.0,0.0,0.0,0.0
266,0.0,0.00015966176986694335,0.0,0.0001099538803100586,0.0,0.0, 0.0,0.0,0.0,0.0
267,0.0,0.00015921831130981444,0.0,0.00013964414596557618,1.0328292846679688e-05,0.0, 0.0,0.0,0.0,0.0
268,0.0,0.00013968229293823242,0.0,0.00011996984481811523,0.0,0.0, 0.0,0.0,0.0,0.0
269,0.0,0.0001393604278564453,0.0,0.00011992931365966796,0.0,0.0, 0.0,0.0,0.0,0.0
270,0.0,0.00017911911010742187,0.0,0.00010996341705322266,0.0,0.0, 0.0,0.0,0.0,0.0
271,0.0,0.00013936758041381835,0.0,0.00011993646621704102,0.0,0.0, 0.0,0.0,0.0,0.0
272,0.0,0.0001495933532714844,0.0,0.00011007070541381836,0.0,0.0, 0.0,0.0,0.0,0.0
273,1.0232925415039063e-05,0.0001593780517578125,0.0,0.00015949487686157227,0.0,0.0, 0.0,0.0,0.0,0.0
274,0.0,0.00022655248641967774,0.0,0.0001100611686706543,0.0,0.0, 0.0,0.0,0.0,0.0
275,0.0,0.00013943910598754883,0.0,0.00011987924575805664,0.0,0.0, 0.0,0.0,0.0,0.0
276,0.0,0.00014966249465942383,0.0,0.00010964632034301757,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
277,0.0,0.0001595616340637207,0.0,0.00013962030410766602,0.0,0.0, 0.0,0.0,0.0,0.0
278,0.0,0.0002392911911010742,0.0,0.00013001441955566407,0.0,0.0, 0.0,0.0,0.0,0.0
279,0.0,0.00020000934600830078,0.0,0.00014961957931518554,0.0,0.0, 0.0,0.0,0.0,0.0
280,0.0,0.00016922712326049804,0.0,0.00011989116668701172,0.0,0.0, 0.0,0.0,0.0,0.0
281,0.0,0.00014921903610229492,0.0,0.00011968135833740235,0.0,0.0, 0.0,0.0,0.0,0.0
282,0.0,0.0001764798164367676,0.0,0.00013002157211303711,0.0,0.0, 0.0,0.0,0.0,0.0
283,0.0,0.00014944553375244142,0.0,0.00019513130187988283,0.0,0.0, 0.0,0.0,0.0,0.0
284,0.0,0.00017914533615112304,9.982585906982421e-06,0.0001598048210144043,0.0,0.0, 0.0,0.0,0.0,0.0
285,0.0,0.0001495957374572754,0.0,0.00013986587524414062,0.0,0.0, 0.0,0.0,0.0,0.0
286,0.0,0.00014923095703125,0.0,0.00013962984085083007,0.0,0.0, 0.0,0.0,0.0,0.0
287,0.0,0.0001497507095336914,0.0,0.00011952877044677734,0.0,0.0, 0.0,0.0,0.0,0.0
288,9.973049163818359e-06,0.00014197349548339844,0.0,0.0001299142837524414,9.958744049072266e-06,0.0, 0.0,0.0,0.0,0.0
289,0.0,0.00017961502075195313,0.0,0.0001494884490966797,0.0,0.0, 0.0,0.0,0.0,0.0
290,0.0,0.00014959812164306641,0.0,0.00012965917587280274,0.0,0.0, 0.0,0.0,0.0,0.0
291,0.0,0.0001592135429382324,0.0,0.0001994776725769043,0.0,0.0, 0.0,0.0,0.0,0.0
292,0.0,0.00016954421997070313,0.0,0.00014960289001464844,0.0,0.0, 0.0,0.0,0.0,0.0
293,0.0,0.00016953706741333009,0.0,0.00013986587524414062,0.0,0.0, 0.0,0.0,0.0,0.0
294,0.0,0.00014960050582885743,0.0,0.0001396489143371582,0.0,0.0, 0.0,0.0,0.0,0.0
295,0.0,0.00015956878662109374,0.0,0.00015959501266479492,0.0,0.0, 0.0,0.0,0.0,0.0
296,0.0,0.00014930248260498048,0.0,0.00014986515045166017,0.0,0.0, 0.0,0.0,0.0,0.0
297,0.0,0.00017512083053588867,0.0,0.00013964176177978517,0.0,0.0, 0.0,0.0,0.0,0.0
298,0.0,0.00015932798385620117,0.0,0.00014984130859375,0.0,0.0, 0.0,0.0,0.0,0.0
299,0.0,0.00017950773239135741,0.0,0.00015958786010742188,0.0,0.0, 0.0,0.0,0.0,0.0
300,0.0,0.00014960527420043946,9.973049163818359e-06,0.00023937225341796875,0.0,0.0, 0.0,0.0,0.0,0.0
301,0.0,0.00019973516464233398,0.0,0.0002293848991394043,0.0,0.0, 0.0,0.0,0.0,0.0
302,0.0,0.00014960050582885743,0.0,0.0002094411849975586,0.0,0.0, 0.0,0.0,0.0,0.0
303,0.0,0.00014959812164306641,9.975433349609376e-06,0.00015957355499267577,0.0,0.0, 0.0,0.0,0.0,0.0
304,0.0,0.00017927169799804687,9.977817535400391e-06,0.00016954421997070313,0.0,0.0, 0.0,0.0,0.0,0.0
305,0.0,0.00020109653472900391,0.0,0.00023935556411743163,0.0,0.0, 0.0,0.0,0.0,0.0
306,0.0,0.00018949270248413085,0.0,0.0001398944854736328,0.0,0.0, 0.0,0.0,0.0,0.0
307,0.0,0.00019921302795410155,9.970664978027344e-06,0.00018975019454956055,0.0,0.0, 0.0,0.0,0.0,0.0
308,0.0,0.00016953706741333009,0.0,0.00014984846115112304,0.0,0.0, 0.0,0.0,0.0,0.0
309,0.0,0.00019973039627075196,0.0,0.00016979694366455077,0.0,0.0, 0.0,0.0,0.0,0.0
310,0.0,0.00017926454544067382,0.0,0.00014984130859375,0.0,0.0, 0.0,0.0,0.0,0.0
311,0.0,0.00015929937362670898,9.980201721191406e-06,0.0001499342918395996,0.0,0.0, 0.0,0.0,0.0,0.0
312,0.0,0.00015957355499267577,0.0,0.00023935794830322267,9.970664978027344e-06,0.0, 0.0,0.0,0.0,0.0
313,0.0,0.0001781749725341797,0.0,0.00018949747085571288,0.0,0.0, 0.0,0.0,0.0,0.0
314,0.0,0.00016919851303100585,0.0,0.00015991926193237305,0.0,0.0, 0.0,0.0,0.0,0.0
315,0.0,0.00016954660415649414,0.0,0.00018949508666992186,0.0,0.0, 0.0,0.0,0.0,0.0
316,0.0,0.000220339298248291,0.0,0.00015949249267578126,0.0,0.0, 0.0,0.0,0.0,0.0
317,0.0,0.00015957355499267577,0.0,0.00019947052001953125,0.0,0.0, 0.0,0.0,0.0,0.0
318,0.0,0.0001795053482055664,0.0,0.000179901123046875,0.0,0.0, 0.0,0.0,0.0,0.0
319,0.0,0.0001695394515991211,0.0,0.0001699376106262207,0.0,0.0, 0.0,0.0,0.0,0.0
320,0.0,0.00017955780029296875,0.0,0.00017984867095947266,9.946823120117187e-06,0.0, 0.0,0.0,0.0,0.0
321,0.0,0.00017545223236083984,0.0,0.00015957355499267577,0.0,0.0, 0.0,0.0,0.0,0.0
322,0.0,0.0001795196533203125,0.0,0.00025932550430297853,0.0,0.0, 0.0,0.0,0.0,0.0
323,0.0,0.00016917705535888673,0.0,0.0001699209213256836,0.0,0.0, 0.0,0.0,0.0,0.0
324,0.0,0.0001691603660583496,0.0,0.0001699399948120117,0.0,0.0, 0.0,0.0,0.0,0.0
325,0.0,0.00016953468322753907,0.0,0.0001598191261291504,0.0,0.0, 0.0,0.0,0.0,0.0
326,0.0,0.0001695561408996582,0.0,0.00022939205169677734,0.0,0.0, 0.0,0.0,0.0,0.0
327,0.0,0.0001696491241455078,0.0,0.00017967700958251953,0.0,0.0, 0.0,0.0,0.0,0.0
328,0.0,0.00016930580139160156,0.0,0.0001795053482055664,0.0,0.0, 0.0,0.0,0.0,0.0
329,0.0,0.00016963720321655273,0.0,0.00016945600509643555,0.0,0.0, 0.0,0.0,0.0,0.0
330,0.0,0.0001892280578613281,0.0,0.00017977714538574218,0.0,0.0, 0.0,0.0,0.0,0.0
331,0.0,0.00021916389465332031,0.0,0.0001795196533203125,0.0,0.0, 0.0,0.0,0.0,0.0
332,0.0,0.0002106785774230957,0.0,0.0002293705940246582,0.0,0.0, 0.0,0.0,0.0,0.0
333,0.0,0.00015931844711303711,0.0,0.00016954898834228515,0.0,0.0, 0.0,0.0,0.0,0.0
334,0.0,0.00017927646636962892,0.0,0.00021941661834716796,0.0,0.0, 0.0,0.0,0.0,0.0
335,0.0,0.0001695394515991211,0.0,0.0002596664428710937,0.0,0.0, 0.0,0.0,0.0,0.0
336,9.977817535400391e-06,0.00025020122528076174,0.0,0.0002094602584838867,0.0,0.0, 0.0,0.0,0.0,0.0
337,0.0,0.00016956329345703126,0.0,0.00018973588943481444,0.0,0.0, 0.0,0.0,0.0,0.0
338,0.0,0.00019551992416381837,0.0,0.00018975257873535156,0.0,9.627342224121094e-06, 0.0,0.0,0.0,0.0
339,0.0,0.00018948793411254882,0.0,0.00017032623291015624,0.0,0.0, 0.0,0.0,0.0,0.0
340,0.0,0.00022979974746704102,0.0,0.00026927947998046876,0.0,0.0, 0.0,0.0,0.0,0.0
341,0.0,0.0001892566680908203,0.0,0.00022964715957641602,0.0,0.0, 0.0,0.0,0.0,0.0
342,0.0,0.00019947290420532226,0.0,0.00029944419860839845,0.0,0.0, 0.0,0.0,0.0,0.0
343,0.0,0.00019922256469726563,0.0,0.00018511533737182616,0.0,0.0, 0.0,0.0,0.0,0.0
344,0.0,0.00019944667816162109,0.0,0.00019458532333374023,0.0,0.0, 0.0,0.0,0.0,0.0
345,0.0,0.0002165675163269043,0.0,0.0001897406578063965,0.0,0.0, 0.0,0.0,0.0,0.0
346,0.0,0.00018949508666992186,9.975433349609376e-06,0.00019984006881713868,0.0,0.0, 0.0,0.0,0.0,0.0
347,0.0,0.0001991438865661621,0.0,0.00020937204360961913,0.0,0.0, 0.0,0.0,0.0,0.0
348,0.0,0.00021943092346191407,0.0,0.00028922557830810545,0.0,0.0, 0.0,0.0,0.0,0.0
349,0.0,0.0002094411849975586,0.0,0.0003135871887207031,0.0,0.0, 0.0,0.0,0.0,0.0
350,0.0,0.0002091813087463379,0.0,0.00018975257873535156,0.0,0.0, 0.0,0.0,0.0,0.0
351,0.0,0.00020917892456054688,9.980201721191406e-06,0.00023935556411743163,0.0,0.0, 0.0,0.0,0.0,0.0
352,0.0,0.00018949985504150392,0.0,0.00019983291625976562,0.0,0.0, 0.0,0.0,0.0,0.0
353,0.0,0.00022956609725952149,0.0,0.00025920629501342775,0.0,0.0, 0.0,0.0,0.0,0.0
354,0.0,0.000179135799407959,0.0,0.000209808349609375,0.0,0.0, 0.0,0.0,0.0,0.0
355,0.0,0.00018948078155517578,0.0,0.0002695345878601074,0.0,0.0, 0.0,0.0,0.0,0.0
356,0.0,0.00020914793014526368,9.913444519042968e-06,0.00019981861114501954,9.958744049072266e-06,0.0, 0.0,0.0,0.0,0.0
357,0.0,0.00018923521041870118,0.0,0.00022965431213378906,0.0,0.0, 0.0,0.0,0.0,0.0
358,0.0,0.00018961191177368163,0.0,0.00020968914031982422,0.0,0.0, 0.0,0.0,0.0,0.0
359,0.0,0.00021915435791015626,0.0,0.00022940397262573243,0.0,0.0, 0.0,0.0,0.0,0.0
360,0.0,0.00019945383071899415,0.0,0.00023936748504638672,0.0,0.0, 0.0,0.0,0.0,0.0
361,0.0,0.00022930145263671875,9.977817535400391e-06,0.00022966623306274413,0.0,0.0, 0.0,0.0,0.0,0.0
362,0.0,0.00021916389465332031,9.984970092773438e-06,0.00018968343734741212,0.0,0.0, 0.0,0.0,0.0,0.0
363,9.944438934326172e-06,0.00018913030624389648,0.0,0.00021942377090454103,0.0,0.0, 0.0,0.0,0.0,0.0
364,0.0,0.0001891946792602539,0.0,0.00020979642868041993,0.0,0.0, 0.0,0.0,0.0,0.0
365,0.0,0.00018951177597045899,0.0,0.000249330997467041,0.0,0.0, 0.0,0.0,0.0,0.0
366,0.0,0.00020944356918334962,0.0,0.00031915664672851565,0.0,0.0, 0.0,0.0,0.0,0.0
367,0.0,0.00018948793411254882,0.0,0.00022937774658203126,0.0,0.0, 0.0,0.0,0.0,0.0
368,0.0,0.00019945859909057618,0.0,0.0002593159675598145,9.970664978027344e-06,0.0, 0.0,0.0,0.0,0.0
369,0.0,0.00018924713134765625,0.0,0.00022963285446166992,0.0,9.970664978027344e-06, 0.0,0.0,0.0,0.0
370,0.0,0.0002689576148986816,0.0,0.0002393198013305664,0.0,0.0, 0.0,0.0,0.0,0.0
371,0.0,0.00018951892852783203,9.949207305908202e-06,0.0002692866325378418,0.0,0.0, 0.0,0.0,0.0,0.0
372,0.0,0.00019909143447875975,0.0,0.00021978139877319337,0.0,0.0, 0.0,0.0,0.0,0.0
373,0.0,0.0001892566680908203,0.0,0.00022972583770751952,0.0,0.0, 0.0,0.0,0.0,0.0
374,0.0,0.0002298140525817871,0.0,0.0002991914749145508,0.0,0.0, 0.0,0.0,0.0,0.0
375,0.0,0.000200347900390625,0.0,0.0002692627906799316,0.0,0.0, 0.0,0.0,0.0,0.0
376,0.0,0.0001991844177246094,0.0,0.00024934053421020507,0.0,0.0, 0.0,0.0,0.0,0.0
377,0.0,0.00020919561386108397,9.973049163818359e-06,0.00021965980529785157,0.0,0.0, 0.0,0.0,0.0,0.0
378,0.0,0.00021914005279541015,0.0,0.00021967411041259766,0.0,0.0, 0.0,0.0,0.0,0.0
379,0.0,0.00021810054779052734,0.0,0.00022938966751098633,0.0,0.0, 0.0,0.0,0.0,0.0
380,0.0,0.00021915197372436525,0.0,0.00023962020874023437,0.0,0.0, 0.0,0.0,0.0,0.0
381,0.0,0.00020942449569702148,0.0,0.00023936033248901368,0.0,0.0, 0.0,0.0,0.0,0.0
382,0.0,0.0002088332176208496,9.984970092773438e-06,0.0002995562553405762,0.0,0.0, 0.0,0.0,0.0,0.0
383,1.0223388671875e-05,0.00019918203353881835,0.0,0.0002495908737182617,9.992122650146484e-06,0.0, 0.0,0.0,0.0,0.0
384,0.0,0.00022938728332519531,0.0,0.0003291177749633789,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
385,0.0,0.00020919322967529296,0.0,0.0002393507957458496,0.0,0.0, 0.0,0.0,0.0,0.0
386,0.0,0.00020944595336914063,0.0,0.0003889799118041992,9.963512420654297e-06,0.0, 0.0,0.0,0.0,0.0
387,0.0,0.0001795172691345215,0.0,0.0002593088150024414,0.0,0.0, 0.0,0.0,0.0,0.0
388,0.0,0.0002094388008117676,0.0,0.00031915903091430666,0.0,0.0, 0.0,0.0,0.0,0.0
389,0.0,0.00020071744918823242,0.0,0.0002495765686035156,0.0,0.0, 0.0,0.0,0.0,0.0
390,0.0,0.00020943403244018553,0.0,0.0003590679168701172,0.0,0.0, 0.0,0.0,0.0,0.0
391,0.0,0.00021918773651123048,0.0,0.00023922204971313477,9.975433349609376e-06,0.0, 0.0,0.0,0.0,0.0
392,0.0,0.00021941900253295897,0.0,0.00029921531677246094,0.0,0.0, 0.0,0.0,0.0,0.0
393,0.0,0.00020508766174316407,0.0,0.00026953697204589843,0.0,0.0, 0.0,0.0,0.0,0.0
394,0.0,0.00019948244094848634,9.961128234863282e-06,0.0002544546127319336,0.0,0.0, 0.0,0.0,0.0,0.0
395,0.0,0.00019920110702514648,0.0,0.0002594137191772461,0.0,0.0, 0.0,0.0,0.0,0.0
396,0.0,0.0002098393440246582,0.0,0.00025954484939575193,0.0,0.0, 0.0,0.0,0.0,0.0
397,0.0,0.0002389836311340332,0.0,0.0002792549133300781,0.0,0.0, 0.0,0.0,0.0,0.0
398,0.0,0.00020952939987182618,0.0,0.00026956319808959964,0.0,0.0, 0.0,0.0,0.0,0.0
399,0.0,0.0002190566062927246,0.0,0.0002892184257507324,9.970664978027344e-06,0.0, 0.0,0.0,0.0,0.0
400,9.980201721191406e-06,0.00021941184997558593,0.0,0.00036900997161865235,0.0,0.0, 0.0,0.0,0.0,0.0
401,0.0,0.0002094268798828125,0.0,0.00029920101165771486,0.0,0.0, 0.0,0.0,0.0,0.0
402,9.973049163818359e-06,0.00020908355712890626,0.0,0.0002497196197509766,0.0,0.0, 0.0,0.0,0.0,0.0
403,0.0,0.0002200913429260254,0.0,0.00027926206588745116,0.0,0.0, 0.0,0.0,0.0,0.0
404,0.0,0.0002393651008605957,0.0,0.0002995586395263672,0.0,0.0, 0.0,0.0,0.0,0.0
405,0.0,0.00020943403244018553,0.0,0.0003491044044494629,0.0,0.0, 0.0,0.0,0.0,0.0
406,0.0,0.0002598428726196289,0.0,0.0003589749336242676,0.0,0.0, 0.0,0.0,0.0,0.0
407,0.0,0.00021918296813964845,0.0,0.0003394603729248047,0.0,0.0, 0.0,0.0,0.0,0.0
408,0.0,0.0002094268798828125,0.0,0.0003291130065917969,0.0,0.0, 0.0,0.0,0.0,0.0
409,0.0,0.00021917581558227538,0.0,0.00025957822799682617,0.0,0.0, 0.0,0.0,0.0,0.0
410,0.0,0.00020916938781738282,0.0,0.0002892637252807617,0.0,0.0, 0.0,0.0,0.0,0.0
411,0.0,0.00021941423416137694,0.0,0.00028959989547729494,0.0,0.0, 0.0,0.0,0.0,0.0
412,0.0,0.00020946741104125978,0.0,0.0002892017364501953,0.0,0.0, 0.0,0.0,0.0,0.0
413,0.0,0.00021940231323242188,0.0,0.0003091597557067871,0.0,0.0, 0.0,0.0,0.0,0.0
414,0.0,0.00020925521850585936,0.0,0.00036437511444091796,0.0,0.0, 0.0,0.0,0.0,0.0
415,0.0,0.00021916389465332031,0.0,0.00027950763702392576,0.0,0.0, 0.0,0.0,0.0,0.0
416,0.0,0.00020918607711791992,0.0,0.0002994513511657715,0.0,0.0, 0.0,0.0,0.0,0.0
417,0.0,0.00022913455963134764,0.0,0.00026956319808959964,0.0,9.93490219116211e-06, 0.0,0.0,0.0,0.0
418,9.987354278564453e-06,0.00022901058197021484,0.0,0.00026964664459228516,0.0,0.0, 0.0,0.0,0.0,0.0
419,9.975433349609376e-06,0.0002614092826843262,9.961128234863282e-06,0.00027963161468505857,0.0,0.0, 0.0,0.0,0.0,0.0
420,0.0,0.0002493453025817871,0.0,0.0002995753288269043,0.0,0.0, 0.0,0.0,0.0,0.0
421,0.0,0.00022238969802856445,0.0,0.0002794957160949707,0.0,0.0, 0.0,0.0,0.0,0.0
422,0.0,0.0002293729782104492,0.0,0.0002796173095703125,0.0,0.0, 0.0,0.0,0.0,0.0
423,0.0,0.00022945880889892577,0.0,0.00032903432846069334,0.0,0.0, 0.0,0.0,0.0,0.0
424,0.0,0.000249326229095459,0.0,0.00038897037506103516,0.0,0.0, 0.0,0.0,0.0,0.0
425,0.0,0.0002396368980407715,9.975433349609376e-06,0.00030942440032958983,0.0,0.0, 0.0,0.0,0.0,0.0
426,0.0,0.0002191781997680664,0.0,0.0002794933319091797,0.0,0.0, 0.0,0.0,0.0,0.0
427,0.0,0.00022086858749389648,0.0,0.0002994585037231445,0.0,0.0, 0.0,0.0,0.0,0.0
428,0.0,0.00025928497314453125,0.0,0.0003594017028808594,0.0,0.0, 0.0,0.0,0.0,0.0
429,0.0,0.00021940946578979492,0.0,0.0002894878387451172,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
430,0.0,0.00022981882095336913,0.0,0.0003390932083129883,0.0,0.0, 0.0,0.0,0.0,0.0
431,0.0,0.0002393651008605957,9.970664978027344e-06,0.0004092836380004883,0.0,0.0, 0.0,0.0,0.0,0.0
432,0.0,0.000249326229095459,0.0,0.0003992915153503418,0.0,0.0, 0.0,0.0,0.0,0.0
433,0.0,0.00021941423416137694,9.9945068359375e-06,0.00029944181442260743,0.0,0.0, 0.0,0.0,0.0,0.0
434,9.984970092773438e-06,0.00023897409439086915,0.0,0.0003291726112365723,0.0,0.0, 0.0,0.0,0.0,0.0
435,0.0,0.00024894952774047853,9.975433349609376e-06,0.00030953645706176757,0.0,9.975433349609376e-06, 0.0,0.0,0.0,0.0
436,0.0,0.0002589559555053711,0.0,0.00038895130157470706,0.0,0.0, 0.0,0.0,0.0,0.0
437,0.0,0.0002350330352783203,0.0,0.00030915021896362306,0.0,0.0, 0.0,0.0,0.0,0.0
438,0.0,0.0002378988265991211,0.0,0.00034616708755493166,0.0,9.977817535400391e-06, 0.0,0.0,0.0,0.0
439,0.0,0.00022936582565307617,0.0,0.00038921594619750977,0.0,0.0, 0.0,0.0,0.0,0.0
440,0.0,0.0002490401268005371,0.0,0.00042886972427368163,0.0,0.0, 0.0,0.0,0.0,0.0
441,0.0,0.000239107608795166,0.0,0.00032937049865722657,0.0,0.0, 0.0,0.0,0.0,0.0
442,0.0,0.0002293848991394043,0.0,0.00037899255752563474,0.0,0.0, 0.0,0.0,0.0,0.0
443,0.0,0.00023936033248901368,0.0,0.00033909082412719727,0.0,0.0, 0.0,0.0,0.0,0.0
444,0.0,0.00022911310195922852,0.0,0.0003152871131896973,0.0,0.0, 0.0,0.0,0.0,0.0
445,0.0,0.00022901296615600585,0.0,0.00033510923385620116,0.0,0.0, 0.0,0.0,0.0,0.0
446,0.0,0.00023434162139892578,0.0,0.0003490924835205078,0.0,0.0, 0.0,0.0,0.0,0.0
447,0.0,0.0002206277847290039,0.0,0.0003394508361816406,0.0,0.0, 0.0,0.0,0.0,0.0
448,0.0,0.00022938013076782227,0.0,0.00034415721893310547,0.0,0.0, 0.0,0.0,0.0,0.0
449,0.0,0.00022913455963134764,0.0,0.00039109945297241213,0.0,0.0, 9.965896606445312e-06,0.0,0.0,0.0
450,0.0,0.0002496933937072754,0.0,0.00031952619552612306,0.0,0.0, 0.0,0.0,0.0,0.0
451,0.0,0.00021940231323242188,9.973049163818359e-06,0.00038921594619750977,0.0,0.0, 0.0,0.0,0.0,0.0
452,0.0,0.0002692866325378418,0.0,0.00034423351287841795,0.0,0.0, 0.0,0.0,0.0,0.0
453,0.0,0.00024932861328125,0.0,0.0003294563293457031,0.0,0.0, 0.0,0.0,0.0,0.0
454,0.0,0.0002294015884399414,0.0,0.00039881467819213867,0.0,0.0, 0.0,0.0,0.0,0.0
455,0.0,0.0002796006202697754,0.0,0.00031914710998535154,0.0,0.0, 0.0,0.0,0.0,0.0
456,0.0,0.00024933576583862304,0.0,0.00037899255752563474,0.0,0.0, 0.0,0.0,0.0,0.0
457,9.968280792236329e-06,0.00021941423416137694,0.0,0.00033948183059692385,9.93967056274414e-06,0.0, 0.0,0.0,0.0,0.0
458,0.0,0.00022902488708496094,0.0,0.0004092860221862793,0.0,0.0, 0.0,0.0,0.0,0.0
459,0.0,0.00024934053421020507,0.0,0.0003889560699462891,0.0,0.0, 0.0,0.0,0.0,0.0
460,0.0,0.00023936033248901368,0.0,0.00034932374954223635,0.0,0.0, 0.0,0.0,0.0,0.0
461,0.0,0.00025547504425048827,0.0,0.00040891647338867185,0.0,0.0, 0.0,0.0,0.0,0.0
462,0.0,0.00027889490127563476,0.0,0.0003593897819519043,0.0,0.0, 0.0,0.0,0.0,0.0
463,0.0,0.0002391362190246582,0.0,0.00047905683517456053,0.0,0.0, 0.0,0.0,0.0,0.0
464,0.0,0.00023935794830322267,0.0,0.00036901473999023437,0.0,0.0, 0.0,0.0,0.0,0.0
465,0.0,0.0002992057800292969,0.0,0.00034929752349853514,0.0,0.0, 9.980201721191406e-06,0.0,0.0,0.0
466,0.0,0.00026529788970947266,0.0,0.0003549504280090332,0.0,0.0, 0.0,0.0,0.0,0.0
467,0.0,0.0002692818641662598,0.0,0.0003892683982849121,0.0,0.0, 0.0,0.0,0.0,0.0
468,0.0,0.00022902488708496094,0.0,0.00035904884338378907,0.0,0.0, 0.0,0.0,0.0,0.0
469,0.0,0.000239105224609375,0.0,0.0004388332366943359,0.0,0.0, 0.0,0.0,0.0,0.0
470,0.0,0.000239107608795166,0.0,0.0004388260841369629,9.977817535400391e-06,0.0, 0.0,0.0,0.0,0.0
471,0.0,0.00024925708770751954,9.980201721191406e-06,0.0003693056106567383,0.0,0.0, 0.0,0.0,0.0,0.0
472,0.0,0.00023663759231567382,9.982585906982421e-06,0.00041887521743774416,0.0,0.0, 0.0,0.0,0.0,0.0
473,0.0,0.0002590751647949219,0.0,0.00039891719818115236,0.0,0.0, 0.0,0.0,0.0,0.0
474,0.0,0.0002590513229370117,0.0,0.0003497052192687988,0.0,0.0, 0.0,0.0,0.0,0.0
475,0.0,0.00023938655853271483,0.0,0.0004886651039123535,0.0,0.0, 0.0,0.0,0.0,0.0
476,0.0,0.0006705403327941894,0.0,0.0004192233085632324,0.0,0.0, 0.0,0.0,0.0,0.0
477,0.0,0.00022901535034179686,9.973049163818359e-06,0.0003693866729736328,0.0,0.0, 0.0,0.0,0.0,0.0
478,0.0,0.00023920297622680663,0.0,0.000428316593170166,0.0,0.0, 0.0,0.0,0.0,0.0
479,0.0,0.0002590084075927734,0.0,0.0006084179878234863,0.0,0.0, 0.0,0.0,0.0,0.0
480,0.0,0.00024667739868164065,9.961128234863282e-06,0.00040892601013183596,0.0,0.0, 0.0,0.0,0.0,0.0
481,0.0,0.0002588963508605957,0.0,0.0004890918731689453,0.0,0.0, 0.0,0.0,0.0,0.0
482,0.0,0.00030895471572875974,0.0,0.0005185890197753906,0.0,0.0, 0.0,0.0,0.0,0.0
483,0.0,0.00033019065856933595,0.0,0.0004990863800048829,0.0,0.0, 0.0,0.0,0.0,0.0
484,0.0,0.0002991914749145508,0.0,0.00039934158325195313,0.0,0.0, 0.0,0.0,0.0,0.0
485,0.0,0.00024904966354370115,0.0,0.0004391193389892578,0.0,0.0, 0.0,0.0,0.0,0.0
486,0.0,0.00023909807205200196,0.0,0.00038921117782592774,0.0,0.0, 0.0,0.0,0.0,0.0
487,0.0,0.00024935245513916013,0.0,0.0005487918853759766,0.0,0.0, 0.0,0.0,0.0,0.0
488,0.0,0.00024907827377319337,0.0,0.00046875,0.0,0.0, 0.0,0.0,0.0,0.0
489,0.0,0.0002814435958862305,0.0,0.0003992938995361328,0.0,0.0, 0.0,0.0,0.0,0.0
490,0.0,0.0002592778205871582,0.0,0.00047231674194335937,0.0,0.0, 0.0,0.0,0.0,0.0
