n,Insert,Print,Delete,Merge,IndexOf,Clear,Min,Max,HasDuplicates,Select
491,0.0,0.000258944034576416,0.0,0.0003793525695800781,0.0,0.0, 0.0,0.0,0.0,0.0
492,0.0,0.0002689194679260254,0.0,0.0004591059684753418,0.0,0.0, 0.0,0.0,0.0,0.0
493,0.0,0.0002692699432373047,0.0,0.0004986763000488281,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
494,0.0,0.00028648138046264646,0.0,0.00039936542510986327,0.0,0.0, 0.0,0.0,0.0,0.0
495,0.0,0.00024931669235229493,0.0,0.00040891647338867185,0.0,0.0, 0.0,0.0,0.0,0.0
496,0.0,0.0002593088150024414,0.0,0.0004092717170715332,0.0,0.0, 0.0,0.0,0.0,0.0
497,0.0,0.0002493071556091309,0.0,0.0004092860221862793,0.0,0.0, 0.0,0.0,0.0,0.0
498,0.0,0.00028522968292236326,0.0,0.0004989099502563476,0.0,0.0, 0.0,0.0,0.0,0.0
499,0.0,0.00027923583984375,0.0,0.0005086493492126464,9.975433349609376e-06,0.0, 0.0,0.0,0.0,0.0
500,0.0,0.000249333381652832,0.0,0.0004188799858093262,0.0,0.0, 0.0,0.0,0.0,0.0
501,0.0,0.0002590489387512207,0.0,0.00041915655136108397,0.0,0.0, 0.0,0.0,0.0,0.0
502,0.0,0.0002792787551879883,0.0,0.0004687213897705078,0.0,0.0, 0.0,0.0,0.0,0.0
503,0.0,0.0002792692184448242,0.0,0.0005983829498291016,0.0,0.0, 0.0,0.0,0.0,0.0
504,0.0,0.00027825832366943357,0.0,0.0005285930633544922,0.0,0.0, 0.0,0.0,0.0,0.0
505,0.0,0.00025930404663085935,0.0,0.0005186152458190918,0.0,0.0, 0.0,0.0,0.0,0.0
506,0.0,0.0002691793441772461,0.0,0.0004192638397216797,0.0,0.0, 0.0,0.0,0.0,0.0
507,0.0,0.0002769112586975098,0.0,0.0004786014556884766,0.0,0.0, 0.0,0.0,0.0,0.0
508,0.0,0.0002892398834228516,0.0,0.0004388141632080078,0.0,0.0, 0.0,0.0,0.0,0.0
509,0.0,0.00032883405685424805,0.0,0.0005485367774963379,0.0,0.0, 0.0,0.0,0.0,0.0
510,0.0,0.0002790093421936035,0.0,0.00041886329650878904,0.0,0.0, 0.0,0.0,0.0,0.0
511,0.0,0.00028922319412231443,0.0,0.0005986881256103515,0.0,0.0, 0.0,0.0,0.0,0.0
512,0.0,0.00026066303253173827,0.0,0.0004288458824157715,0.0,0.0, 0.0,0.0,0.0,0.0
513,0.0,0.0002792549133300781,0.0,0.0009873723983764649,0.0,0.0, 0.0,0.0,0.0,0.0
514,0.0,0.0002892136573791504,9.980201721191406e-06,0.00043906927108764646,9.734630584716796e-06,0.0, 0.0,0.0,0.0,0.0
515,0.0,0.0002800893783569336,0.0,0.00046876907348632814,0.0,0.0, 0.0,0.0,0.0,0.0
516,0.0,0.0002692699432373047,0.0,0.0006234145164489746,0.0,0.0, 0.0,0.0,0.0,0.0
517,0.0,0.00029889106750488284,0.0,0.00043918848037719725,0.0,0.0, 0.0,0.0,0.0,0.0
518,0.0,0.00027899742126464845,0.0,0.0004887151718139649,9.968280792236329e-06,0.0, 0.0,0.0,0.0,0.0
519,0.0,0.00025930404663085935,0.0,0.0004642009735107422,0.0,0.0, 0.0,0.0,0.0,0.0
520,0.0,0.0002689170837402344,9.982585906982421e-06,0.0004388427734375,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
521,0.0,0.0002689552307128906,0.0,0.0005340290069580078,0.0,0.0, 0.0,0.0,0.0,0.0
522,0.0,0.0002600765228271484,0.0,0.0005585289001464843,9.968280792236329e-06,0.0, 0.0,0.0,0.0,0.0
523,0.0,0.0002892613410949707,0.0,0.0006183576583862305,0.0,0.0, 0.0,0.0,0.0,0.0
524,0.0,0.00027171850204467775,0.0,0.0005286026000976562,0.0,0.0, 0.0,0.0,0.0,0.0
525,0.0,0.0002690386772155762,9.965896606445312e-06,0.0005884337425231934,0.0,0.0, 0.0,0.0,0.0,0.0
526,1.027822494506836e-05,0.0003088665008544922,0.0,0.0004886865615844726,0.0,0.0, 0.0,0.0,0.0,0.0
527,0.0,0.00026015281677246096,0.0,0.0005684924125671386,0.0,9.980201721191406e-06, 0.0,0.0,0.0,0.0
528,0.0,0.0002590465545654297,0.0,0.0005285906791687012,0.0,0.0, 0.0,0.0,0.0,0.0
529,0.0,0.00026917457580566406,0.0,0.00044916629791259767,0.0,0.0, 0.0,0.0,0.0,0.0
530,0.0,0.00031888246536254883,0.0,0.0004937553405761719,9.992122650146484e-06,0.0, 0.0,0.0,0.0,0.0
531,0.0,0.0002592968940734863,0.0,0.0005385684967041016,9.975433349609376e-06,0.0, 0.0,0.0,0.0,0.0
532,9.977817535400391e-06,0.00031913042068481445,0.0,0.0004587697982788086,0.0,9.973049163818359e-06, 0.0,0.0,0.0,0.0
533,0.0,0.0003091931343078613,0.0,0.0005784320831298828,0.0,0.0, 0.0,0.0,0.0,0.0
534,0.0,0.0002689766883850098,0.0,0.0004886913299560546,0.0,0.0, 0.0,0.0,0.0,0.0
535,0.0,0.00026938438415527346,0.0,0.0005041956901550293,0.0,0.0, 0.0,0.0,0.0,0.0
536,0.0,0.00026929616928100586,0.0,0.0005684638023376465,0.0,0.0, 0.0,0.0,0.0,0.0
537,0.0,0.00030881643295288086,0.0,0.0005243206024169922,0.0,0.0, 0.0,0.0,0.0,0.0
538,0.0,0.0002792811393737793,0.0,0.0005787992477416992,0.0,0.0, 0.0,0.0,0.0,0.0
539,9.980201721191406e-06,0.00027719259262084964,0.0,0.000548551082611084,0.0,0.0, 0.0,0.0,0.0,0.0
540,0.0,0.0002692890167236328,0.0,0.0005884432792663575,0.0,0.0, 0.0,0.0,0.0,0.0
541,0.0,0.00031892776489257814,0.0,0.0006682014465332031,0.0,0.0, 0.0,0.0,0.0,0.0
542,0.0,0.00029895305633544924,0.0,0.0004989790916442871,0.0,0.0, 0.0,0.0,0.0,0.0
543,0.0,0.0002692818641662598,9.9945068359375e-06,0.000638270378112793,0.0,0.0, 0.0,0.0,0.0,0.0
544,0.0,0.00029895305633544924,0.0,0.0004991555213928223,0.0,9.975433349609376e-06, 0.0,0.0,0.0,0.0
545,0.0,0.00025904178619384766,0.0,0.0004749345779418945,0.0,0.0, 0.0,0.0,0.0,0.0
546,0.0,0.0002742671966552734,0.0,0.0004691028594970703,0.0,0.0, 0.0,0.0,0.0,0.0
547,0.0,0.00030047178268432617,0.0,0.00065032958984375,0.0,0.0, 0.0,0.0,0.0,0.0
548,0.0,0.0002789902687072754,0.0,0.0005488824844360351,0.0,0.0, 0.0,0.0,0.0,0.0
549,0.0,0.00032622337341308593,0.0,0.0004889512062072754,0.0,0.0, 0.0,0.0,0.0,0.0
550,0.0,0.00027895689010620117,9.973049163818359e-06,0.000489046573638916,0.0,0.0, 0.0,0.0,0.0,0.0
551,0.0,0.0002892208099365234,0.0,0.0006183576583862305,0.0,0.0, 0.0,0.0,0.0,0.0
552,0.0,0.00028922557830810545,0.0,0.0006230807304382324,0.0,0.0, 0.0,0.0,0.0,0.0
553,0.0,0.00029885292053222657,0.0,0.0005188941955566406,0.0,0.0, 0.0,0.0,0.0,0.0
554,0.0,0.0002792525291442871,0.0,0.0005684971809387207,0.0,0.0, 0.0,0.0,0.0,0.0
555,0.0,0.00029320955276489257,0.0,0.0004990077018737792,0.0,0.0, 0.0,0.0,0.0,0.0
556,0.0,0.00029928207397460937,0.0,0.00058868408203125,0.0,1.0008811950683593e-05, 0.0,0.0,0.0,0.0
557,0.0,0.0002889347076416016,0.0,0.0005687403678894042,0.0,0.0, 0.0,0.0,0.0,0.0
558,0.0,0.0003088235855102539,0.0,0.0005587625503540039,9.729862213134766e-06,0.0, 0.0,0.0,0.0,0.0
559,0.0,0.00028922557830810545,0.0,0.0006476616859436035,0.0,0.0, 0.0,0.0,0.0,0.0
560,0.0,0.0002692604064941406,0.0,0.000658259391784668,9.977817535400391e-06,0.0, 0.0,0.0,0.0,0.0
561,0.0,0.00030918598175048827,0.0,0.0005186080932617187,0.0,0.0, 0.0,0.0,0.0,0.0
562,0.0,0.0003187894821166992,0.0,0.0005584955215454102,9.970664978027344e-06,0.0, 0.0,0.0,0.0,0.0
563,0.0,0.0002889728546142578,0.0,0.0005388212203979492,9.715557098388672e-06,0.0, 0.0,0.0,0.0,0.0
564,0.0,0.00028922557830810545,0.0,0.0005684804916381836,0.0,0.0, 0.0,0.0,0.0,0.0
565,0.0,0.0002892827987670898,0.0,0.0005784058570861817,0.0,0.0, 0.0,0.0,0.0,9.965896606445312e-06
566,0.0,0.0002989649772644043,0.0,0.0006155848503112793,0.0,0.0, 0.0,0.0,0.0,0.0
567,0.0,0.00029983043670654295,0.0,0.0005388092994689941,0.0,0.0, 0.0,0.0,0.0,0.0
568,0.0,0.00029495477676391604,0.0,0.0005788397789001465,0.0,0.0, 0.0,0.0,0.0,0.0
569,0.0,0.00028898000717163084,9.968280792236329e-06,0.0005884194374084473,9.975433349609376e-06,0.0, 0.0,0.0,0.0,0.0
570,0.0,0.000329129695892334,0.0,0.0008525156974792481,0.0,0.0, 0.0,0.0,0.0,0.0
571,0.0,0.000298922061920166,0.0,0.0007380294799804687,0.0,0.0, 0.0,0.0,0.0,0.0
572,0.0,0.0002888774871826172,0.0,0.0006884098052978516,0.0,0.0, 0.0,0.0,0.0,0.0
573,0.0,0.00028920650482177734,0.0,0.0005884265899658203,0.0,0.0, 0.0,0.0,0.0,0.0
574,0.0,0.0003288102149963379,0.0,0.0006282997131347657,0.0,0.0, 0.0,0.0,0.0,0.0
575,0.0,0.0002891850471496582,0.0,0.0005445098876953125,0.0,0.0, 0.0,0.0,0.0,0.0
576,0.0,0.00032885074615478515,0.0,0.0005388212203979492,0.0,0.0, 0.0,0.0,0.0,0.0
577,0.0,0.00030892372131347657,9.980201721191406e-06,0.0005684733390808105,0.0,0.0, 0.0,0.0,0.0,0.0
578,0.0,0.0003063488006591797,0.0,0.0005988073348999023,0.0,0.0, 0.0,0.0,0.0,0.0
579,0.0,0.0003091549873352051,0.0,0.0005884313583374023,0.0,0.0, 0.0,0.0,0.0,0.0
580,0.0,0.0002892208099365234,0.0,0.0005687546730041504,0.0,9.961128234863282e-06, 0.0,0.0,0.0,0.0
581,0.0,0.0003890085220336914,0.0,0.000590062141418457,0.0,0.0, 0.0,0.0,0.0,0.0
582,0.0,0.00029895782470703127,0.0,0.00061859130859375,0.0,0.0, 0.0,0.0,0.0,0.0
583,0.0,0.0003187894821166992,0.0,0.0005984020233154297,0.0,0.0, 0.0,0.0,0.0,0.0
584,0.0,0.00033869266510009764,0.0,0.0005388212203979492,0.0,0.0, 0.0,0.0,0.0,0.0
585,0.0,0.0003024864196777344,0.0,0.0006486320495605469,0.0,0.0, 0.0,0.0,0.0,0.0
586,0.0,0.0002991008758544922,9.813308715820312e-06,0.0005488181114196777,0.0,0.0, 0.0,0.0,0.0,0.0
587,0.0,0.00029919862747192384,0.0,0.0006781864166259766,0.0,0.0, 0.0,0.0,0.0,0.0
588,0.0,0.00028898477554321287,0.0,0.0005784392356872559,0.0,0.0, 0.0,0.0,0.0,0.0
589,0.0,0.0003388476371765137,0.0,0.0007280731201171876,0.0,0.0, 0.0,0.0,0.0,0.0
590,0.0,0.0002989482879638672,0.0,0.0006114172935485839,0.0,0.0, 0.0,0.0,0.0,0.0
591,0.0,0.00030892133712768556,0.0,0.0008277869224548339,0.0,0.0, 0.0,0.0,0.0,0.0
592,0.0,0.00031888246536254883,0.0,0.0006584978103637695,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
593,0.0,0.000364387035369873,0.0,0.000618596076965332,0.0,0.0, 0.0,0.0,0.0,0.0
594,0.0,0.0003187894821166992,0.0,0.0006881523132324219,0.0,0.0, 0.0,0.0,0.0,0.0
595,0.0,0.00030916929244995117,0.0,0.0008510828018188476,0.0,0.0, 0.0,0.0,0.0,0.0
596,0.0,0.0003188800811767578,0.0,0.0006781625747680664,0.0,0.0, 0.0,0.0,0.0,0.0
597,0.0,0.0003137087821960449,0.0,0.0006585431098937989,0.0,0.0, 0.0,0.0,0.0,0.0
598,9.982585906982421e-06,0.00029917478561401365,0.0,0.0006582403182983399,0.0,0.0, 0.0,0.0,0.0,0.0
599,0.0,0.0003091883659362793,0.0,0.0005884122848510742,0.0,0.0, 0.0,0.0,0.0,0.0
600,0.0,0.00029900550842285154,0.0,0.0006085777282714844,0.0,0.0, 0.0,0.0,0.0,0.0
601,0.0,0.0003089261054992676,0.0,0.0006286168098449707,0.0,0.0, 0.0,0.0,0.0,0.0
602,9.722709655761719e-06,0.0003091740608215332,0.0,0.0006784987449645996,0.0,0.0, 0.0,0.0,0.0,0.0
603,0.0,0.0002992105484008789,0.0,0.0007280588150024414,0.0,0.0, 0.0,0.0,0.0,0.0
604,0.0,0.00030930519104003905,9.849071502685547e-06,0.0006682062149047851,0.0,0.0, 0.0,0.0,0.0,0.0
605,0.0,0.00031888961791992187,0.0,0.0006083941459655762,0.0,0.0, 0.0,0.0,0.0,0.0
606,0.0,0.0003100275993347168,0.0,0.0005989480018615723,0.0,0.0, 0.0,0.0,0.0,0.0
607,0.0,0.00030916929244995117,0.0,0.0006940150260925293,9.970664978027344e-06,0.0, 0.0,0.0,0.0,0.0
608,0.0,0.0008192300796508789,0.0,0.0006285715103149414,0.0,0.0, 0.0,0.0,0.0,0.0
609,0.0,0.0008948397636413574,9.899139404296876e-06,0.0006582498550415039,0.0,0.0, 0.0,0.0,0.0,0.0
610,0.0,0.005016474723815918,0.0,0.0006482696533203125,0.0,0.0, 0.0,0.0,0.0,0.0
611,0.0,0.0007547235488891601,0.0,0.0007877326011657714,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
612,0.0,0.0004896593093872071,0.0,0.0006881546974182129,0.0,0.0, 0.0,0.0,0.0,0.0
613,9.975433349609376e-06,0.004979400634765625,0.0,0.0007730388641357422,0.0,0.0, 0.0,0.0,0.0,0.0
614,0.0,0.0008485221862792969,0.0,0.0008277702331542969,0.0,0.0, 0.0,0.0,0.0,0.0
615,0.0,0.005398869514465332,0.0,0.0007382750511169434,0.0,0.0, 0.0,0.0,0.0,0.0
616,0.0,0.0006976866722106933,0.0,0.000758213996887207,0.0,0.0, 0.0,0.0,0.0,0.0
617,9.965896606445312e-06,0.00043882369995117186,0.0,0.0009873628616333008,9.987354278564453e-06,0.0, 0.0,0.0,0.0,0.0
618,0.0,0.0009277248382568359,0.0,0.0007183170318603516,0.0,0.0, 0.0,0.0,0.0,0.0
619,0.0,0.0009223437309265137,0.0,0.0006596112251281739,9.965896606445312e-06,0.0, 0.0,0.0,0.0,0.0
620,0.0,0.0008246755599975586,0.0,0.0006439447402954102,0.0,0.0, 0.0,0.0,0.0,0.0
621,9.72747802734375e-06,0.0005686235427856445,0.0,0.0007579541206359864,0.0,0.0, 0.0,0.0,0.0,0.0
622,0.0,0.00562753677368164,0.0,0.0008277177810668945,0.0,0.0, 0.0,0.0,0.0,0.0
623,0.0,0.0008989572525024414,0.0,0.0006684708595275879,0.0,0.0, 0.0,0.0,0.0,0.0
624,0.0,0.0054828858375549315,0.0,0.0009175491333007813,0.0,0.0, 0.0,0.0,0.0,0.0
625,0.0,0.005375099182128906,0.0,0.0007683277130126953,0.0,0.0, 0.0,0.0,0.0,0.0
626,0.0,0.0008140397071838379,0.0,0.0007834887504577637,0.0,0.0, 0.0,0.0,0.0,0.0
627,0.0,0.0006896352767944336,9.982585906982421e-06,0.0006285667419433594,0.0,0.0, 0.0,0.0,0.0,0.0
628,0.0,0.0009325146675109863,9.975433349609376e-06,0.0008479857444763184,0.0,0.0, 0.0,0.0,0.0,0.0
629,0.0,0.0008079838752746582,0.0,0.0007785129547119141,0.0,0.0, 0.0,0.0,0.0,0.0
630,0.0,0.004897274971008301,9.968280792236329e-06,0.0006884217262268066,0.0,0.0, 0.0,0.0,0.0,0.0
631,0.0,0.0004791116714477539,9.925365447998047e-06,0.0007084488868713378,0.0,0.0, 0.0,0.0,0.0,0.0
632,0.0,0.0008575272560119629,9.913444519042968e-06,0.0006582236289978027,0.0,0.0, 0.0,0.0,0.0,0.0
633,0.0,0.0006972002983093262,0.0,0.0007483839988708496,9.984970092773438e-06,0.0, 0.0,0.0,0.0,0.0
634,0.0,0.0010704803466796875,0.0,0.0008280420303344726,0.0,0.0, 0.0,0.0,0.0,0.0
635,0.0,0.0004985857009887695,0.0,0.0007082939147949219,0.0,0.0, 0.0,0.0,0.0,0.0
636,0.0,0.0008999419212341309,9.977817535400391e-06,0.0007978725433349609,0.0,0.0, 0.0,0.0,0.0,0.0
637,0.0,0.005144927501678467,0.0,0.0007981634140014648,0.0,0.0, 0.0,0.0,0.0,0.0
638,0.0,0.0054313564300537106,9.973049163818359e-06,0.000857698917388916,0.0,0.0, 0.0,0.0,0.0,0.0
639,0.0,0.0010402131080627442,0.0,0.0008078455924987793,1.0225772857666016e-05,0.0, 0.0,0.0,0.0,0.0
640,0.0,0.0008382439613342285,0.0,0.0008381223678588868,0.0,0.0, 0.0,0.0,0.0,0.0
641,0.0,0.0005106568336486816,0.0,0.0006885480880737305,0.0,0.0, 0.0,0.0,0.0,0.0
642,0.0,0.000508277416229248,9.982585906982421e-06,0.0008082008361816407,1.0001659393310548e-05,0.0, 0.0,0.0,0.0,0.0
643,0.0,0.00044879913330078127,0.0,0.0009079360961914062,9.989738464355468e-06,0.0, 0.0,0.0,0.0,0.0
644,0.0,0.0007861065864562988,0.0,0.0006884479522705078,0.0,0.0, 0.0,0.0,0.0,0.0
645,0.0,0.004749517440795898,0.0,0.0007683682441711426,0.0,0.0, 0.0,0.0,0.0,0.0
646,0.0,0.0048642301559448245,0.0,0.0006784152984619141,9.970664978027344e-06,0.0, 0.0,0.0,0.0,0.0
647,0.0,0.0009172296524047851,0.0,0.000867772102355957,0.0,0.0, 0.0,0.0,0.0,0.0
648,0.0,0.004484560489654541,0.0,0.0008779215812683105,0.0,0.0, 0.0,0.0,0.0,0.0
649,9.653568267822266e-06,0.0004986763000488281,9.961128234863282e-06,0.0008281254768371582,9.965896606445312e-06,0.0, 0.0,0.0,0.0,0.0
650,0.0,0.00049879789352417,0.0,0.0008775186538696289,0.0,0.0, 0.0,0.0,0.0,0.0
651,0.0,0.004826018810272217,0.0,0.00079787015914917,0.0,0.0, 0.0,0.0,0.0,0.0
652,0.0,0.0005283093452453613,9.984970092773438e-06,0.0007280468940734863,9.975433349609376e-06,0.0, 0.0,0.0,0.0,0.0
653,0.0,0.0006688237190246582,0.0,0.0008978867530822754,9.958744049072266e-06,0.0, 0.0,0.0,0.0,0.0
654,0.0,0.0009920239448547364,0.0,0.0008114361763000488,0.0,0.0, 0.0,0.0,0.0,0.0
655,0.0,0.0010382366180419923,0.0,0.0008576750755310058,9.996891021728516e-06,0.0, 0.0,0.0,0.0,0.0
656,0.0,0.0005184626579284668,0.0,0.0007545328140258789,0.0,0.0, 0.0,0.0,0.0,0.0
657,0.0,0.0005537533760070801,0.0,0.0008277916908264161,0.0,0.0, 0.0,0.0,0.0,0.0
658,0.0,0.0007779073715209961,9.982585906982421e-06,0.0008029079437255859,0.0,0.0, 0.0,0.0,0.0,0.0
659,0.0,0.0007155680656433105,0.0,0.0008776640892028809,0.0,0.0, 0.0,0.0,0.0,0.0
660,0.0,0.00093902587890625,0.0,0.000751943588256836,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
661,0.0,0.0005682158470153809,0.0,0.0008535885810852051,0.0,0.0, 0.0,0.0,0.0,0.0
662,0.0,0.0007868075370788575,0.0,0.0007184457778930664,0.0,0.0, 0.0,0.0,0.0,0.0
663,0.0,0.0009268879890441895,9.982585906982421e-06,0.0007879018783569336,9.965896606445312e-06,0.0, 0.0,0.0,0.0,0.0
664,0.0,0.000919806957244873,9.722709655761719e-06,0.0007382965087890625,0.0,0.0, 0.0,0.0,0.0,0.0
665,0.0,0.0005186080932617187,0.0,0.0009774088859558106,0.0,0.0, 0.0,0.0,0.0,0.0
666,0.0,0.0005785250663757325,0.0,0.0010770583152770997,0.0,0.0, 0.0,0.0,0.0,0.0
667,0.0,0.0009974098205566405,1.0025501251220702e-05,0.0007479667663574218,0.0,0.0, 0.0,0.0,0.0,0.0
668,0.0,0.0007899284362792968,0.0,0.0009177970886230469,0.0,0.0, 0.0,0.0,0.0,0.0
669,0.0,0.001004941463470459,1.0116100311279297e-05,0.0009173297882080078,0.0,0.0, 0.0,0.0,0.0,0.0
670,0.0,0.0010040855407714843,0.0,0.0007677626609802246,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
671,0.0,0.0007581067085266113,0.0,0.0007983636856079101,0.0,9.992122650146484e-06, 0.0,0.0,0.0,0.0
672,0.0,0.0007978439331054688,0.0,0.0008579659461975098,0.0,0.0, 0.0,0.0,0.0,0.0
673,0.0,0.0007347226142883301,0.0,0.0008180093765258789,0.0,0.0, 0.0,0.0,0.0,0.0
674,0.0,0.0007974576950073243,0.0,0.0007679367065429688,0.0,0.0, 0.0,0.0,0.0,0.0
675,0.0,0.0006482696533203125,0.0,0.0008879899978637695,0.0,0.0, 0.0,0.0,0.0,0.0
676,0.0,0.0008378505706787109,0.0,0.0009973502159118651,0.0,0.0, 0.0,0.0,0.0,0.0
677,0.0,0.0005784416198730468,0.0,0.0008879041671752929,0.0,0.0, 0.0,0.0,0.0,0.0
678,0.0,0.0008822560310363769,0.0,0.0009574389457702637,1.0225772857666016e-05,0.0, 0.0,0.0,0.0,0.0
679,9.973049163818359e-06,0.0009779810905456543,1.0313987731933593e-05,0.0008111786842346191,0.0,0.0, 0.0,0.0,0.0,0.0
680,0.0,0.0008677196502685547,0.0,0.0008076739311218262,0.0,0.0, 0.0,0.0,0.0,0.0
681,0.0,0.0007979822158813477,0.0,0.001027235984802246,0.0,9.973049163818359e-06, 0.0,0.0,0.0,0.0
682,9.977817535400391e-06,0.0005109286308288574,0.0,0.0009875965118408203,0.0,0.0, 0.0,0.0,0.0,0.0
683,0.0,0.0009594035148620606,9.789466857910157e-06,0.0009174609184265137,0.0,0.0, 0.0,0.0,0.0,0.0
684,0.0,0.0009004068374633789,0.0,0.0008481192588806152,0.0,9.980201721191406e-06, 0.0,0.0,0.0,0.0
685,0.0,0.0010511183738708496,0.0,0.0007582330703735352,0.0,9.977817535400391e-06, 0.0,0.0,0.0,0.0
686,0.0,0.0008021640777587891,9.980201721191406e-06,0.0009877777099609375,0.0,0.0, 0.0,0.0,0.0,0.0
687,0.0,0.005897104740142822,9.970664978027344e-06,0.000917820930480957,0.0,0.0, 0.0,0.0,0.0,0.0
688,0.0,0.0009475445747375488,0.0,0.0011363887786865234,0.0,0.0, 0.0,0.0,0.0,0.0
689,0.0,0.005477781295776367,0.0,0.0008776426315307617,0.0,0.0, 0.0,0.0,0.0,0.0
690,0.0,0.001022355556488037,0.0,0.0008679652214050293,0.0,0.0, 0.0,0.0,0.0,0.0
691,0.0,0.0009508132934570312,9.977817535400391e-06,0.0009876203536987305,0.0,0.0, 0.0,0.0,0.0,0.0
692,0.0,0.0006786704063415528,9.984970092773438e-06,0.0018350744247436523,0.0,0.0, 0.0,0.0,0.0,0.0
693,9.989738464355468e-06,0.0011178684234619141,0.0,0.0008577942848205566,0.0,9.715557098388672e-06, 0.0,0.0,0.0,0.0
694,0.0,0.0008771514892578125,0.0,0.001107044219970703,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
695,0.0,0.0010311269760131835,0.0,0.0010672569274902343,0.0,0.0, 0.0,0.0,0.0,0.0
696,0.0,0.0010404062271118163,9.973049163818359e-06,0.0011569023132324218,9.987354278564453e-06,0.0, 0.0,0.0,0.0,0.0
697,0.0,0.005455460548400879,9.958744049072266e-06,0.0008827424049377441,0.0,0.0, 0.0,0.0,0.0,0.0
698,0.0,0.0007648992538452148,0.0,0.0010171484947204589,0.0,0.0, 0.0,0.0,0.0,0.0
699,0.0,0.0008122587203979492,0.0,0.0008080983161926269,0.0,0.0, 0.0,0.0,0.0,0.0
700,0.0,0.0010049676895141602,0.0,0.0008776450157165528,0.0,9.977817535400391e-06, 0.0,0.0,0.0,0.0
701,0.0,0.0006382989883422851,0.0,0.0010019493103027343,9.975433349609376e-06,0.0, 0.0,0.0,0.0,0.0
702,0.0,0.0005642962455749512,0.0,0.0008680272102355957,0.0,0.0, 0.0,0.0,0.0,0.0
703,0.0,0.0009276080131530762,0.0,0.0010271620750427245,0.0,0.0, 0.0,0.0,0.0,0.0
704,0.0,0.0009435701370239258,0.0,0.0008380413055419922,0.0,0.0, 0.0,0.0,0.0,0.0
705,0.0,0.004664833545684814,0.0,0.0008378982543945313,0.0,0.0, 0.0,0.0,0.0,0.0
706,0.0,0.0005697059631347656,1.0125637054443359e-05,0.0009092807769775391,0.0,0.0, 0.0,0.0,0.0,0.0
707,0.0,0.0009757089614868164,0.0,0.000987715721130371,0.0,9.970664978027344e-06, 0.0,0.0,0.0,0.0
708,0.0,0.0008701467514038086,0.0,0.0009674978256225586,0.0,0.0, 0.0,0.0,0.0,0.0
709,0.0,0.0010741448402404785,0.0,0.0008478689193725585,0.0,0.0, 0.0,0.0,0.0,0.0
710,0.0,0.005148103237152099,0.0,0.0011374688148498536,9.737014770507813e-06,0.0, 0.0,0.0,0.0,0.0
711,0.0,0.0009474539756774902,0.0,0.0009175419807434082,0.0,0.0, 0.0,0.0,0.0,0.0
712,0.0,0.0006885242462158203,9.975433349609376e-06,0.0009434008598327636,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
713,0.0,0.0005884361267089844,0.0,0.0018749785423278808,0.0,0.0, 0.0,0.0,0.0,0.0
714,9.973049163818359e-06,0.0009333419799804687,1.0061264038085938e-05,0.0008775711059570313,0.0,0.0, 0.0,0.0,0.0,0.0
715,0.0,0.0048720002174377445,0.0,0.001296546459197998,0.0,0.0, 0.0,0.0,0.0,0.0
716,0.0,0.0053505396842956545,9.977817535400391e-06,0.0010422635078430175,0.0,0.0, 0.0,0.0,0.0,0.0
717,0.0,0.000967400074005127,0.0,0.0010673832893371583,0.0,0.0, 0.0,0.0,0.0,0.0
718,0.0,0.0006326937675476074,9.973049163818359e-06,0.0009876108169555664,0.0,0.0, 0.0,0.0,0.0,0.0
719,0.0,0.0011365056037902833,1.0116100311279297e-05,0.0009377288818359375,0.0,0.0, 0.0,0.0,0.0,0.0
720,0.0,0.00566328763961792,0.0,0.0010571837425231933,0.0,0.0, 0.0,0.0,0.0,0.0
721,0.0,0.0005582284927368164,0.0,0.0009178948402404785,0.0,0.0, 0.0,0.0,0.0,0.0
722,0.0,0.005612690448760987,9.980201721191406e-06,0.0008579468727111816,0.0,0.0, 0.0,0.0,0.0,0.0
723,0.0,0.00566678524017334,9.965896606445312e-06,0.0012171125411987304,0.0,0.0, 0.0,0.0,0.0,0.0
724,0.0,0.0008437323570251465,0.0,0.0009977173805236815,0.0,0.0, 0.0,0.0,0.0,0.0
725,0.0,0.0054175019264221195,9.837150573730468e-06,0.0010374593734741211,0.0,0.0, 0.0,0.0,0.0,0.0
726,0.0,0.0056324625015258785,9.987354278564453e-06,0.001014084815979004,0.0,0.0, 0.0,0.0,0.0,0.0
727,0.0,0.005410881042480469,0.0,0.001047196388244629,0.0,0.0, 0.0,0.0,0.0,0.0
728,0.0,0.00535808801651001,0.0,0.0009477949142456055,0.0,0.0, 0.0,0.0,0.0,0.0
729,0.0,0.005622384548187256,0.0,0.0008978605270385742,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
730,0.0,0.006035559177398682,0.0,0.0009673476219177246,9.973049163818359e-06,0.0, 0.0,0.0,0.0,0.0
